ID,DayClassification,DayClassificationID
2749,Weekday,2749
2750,Weekday,2750
2751,Weekday,2751
2752,Weekday,2752
2753,Weekday,2753
2754,Weekday,2754
2755,Weekday,2755
2756,Weekday,2756
2757,Weekday,2757
2758,Weekday,2758
2759,Weekday,2759
2760,Weekday,2760
2761,Weekday,2761
2762,Weekday,2762
2763,Weekday,2763
2764,Weekday,2764
2765,Weekday,2765
2766,Weekend,2766
2767,Weekend,2767
2768,Weekend,2768
2769,Weekend,2769
2770,Weekend,2770
2771,Weekday,2771
2772,Weekday,2772
2773,Weekday,2773
2774,Weekday,2774
2775,Weekend,2775
2776,Weekend,2776
2777,Weekend,2777
2778,Weekend,2778
2779,Weekend,2779
2780,Weekend,2780
2781,Weekend,2781
2782,Weekend,2782
2783,Weekend,2783
2784,Weekend,2784
2785,Weekend,2785
2786,Weekend,2786
2787,Weekend,2787
2788,Weekend,2788
2789,Weekend,2789
2790,Weekend,2790
2791,Weekend,2791
2792,Weekend,2792
2793,Weekend,2793
2794,Weekend,2794
2795,Weekend,2795
2796,Weekend,2796
2797,Weekend,2797
2798,Weekend,2798
2799,Weekend,2799
2800,Weekend,2800
2801,Weekend,2801
2802,Weekend,2802
2803,Weekend,2803
2804,Weekend,2804
2805,Weekend,2805
2806,Weekend,2806
2807,Weekend,2807
2808,Weekend,2808
2809,Weekend,2809
2810,Weekend,2810
2811,Weekend,2811
2812,Weekend,2812
2813,Weekend,2813
2814,Weekend,2814
2815,Weekend,2815
2816,Weekend,2816
2817,Weekend,2817
2818,Weekend,2818
2819,Weekend,2819
2820,Weekday,2820
2821,Weekday,2821
2822,Weekday,2822
2823,Weekday,2823
2824,Weekday,2824
2825,Weekday,2825
2826,Weekday,2826
2827,Weekday,2827
2828,Weekday,2828
2829,Weekday,2829
2830,Weekday,2830
2831,Weekday,2831
2832,Weekday,2832
2833,Weekday,2833
2834,Weekday,2834
2835,Weekday,2835
2836,Weekday,2836
2837,Weekday,2837
2838,Weekday,2838
2839,Weekday,2839
2840,Weekday,2840
2841,Weekday,2841
2842,Weekday,2842
2843,Weekday,2843
2844,Weekday,2844
2845,Weekday,2845
2846,Weekday,2846
2847,Weekday,2847
2848,Weekday,2848
2849,Weekday,2849
2850,Weekday,2850
2851,Weekday,2851
2852,Weekday,2852
2853,Weekday,2853
2854,Weekday,2854
2855,Weekday,2855
2856,Weekday,2856
2857,Weekday,2857
2858,Weekday,2858
2859,Weekday,2859
2860,Weekday,2860
2861,Weekday,2861
2862,Weekday,2862
2863,Weekday,2863
2864,Weekday,2864
2865,Weekday,2865
2866,Weekday,2866
2867,Weekday,2867
2868,Weekday,2868
2869,Weekday,2869
2870,Weekend,2870
2871,Weekend,2871
2872,Weekend,2872
2873,Weekend,2873
2874,Weekend,2874
2875,Weekend,2875
2876,Weekend,2876
2877,Weekend,2877
2878,Weekday,2878
2879,Weekday,2879
2880,Weekday,2880
2881,Weekday,2881
2882,Weekday,2882
2883,Weekday,2883
2884,Weekday,2884
2885,Weekend,2885
2886,Weekend,2886
2887,Weekend,2887
2888,Weekend,2888
2889,Weekend,2889
2890,Weekend,2890
2891,Weekend,2891
2892,Weekend,2892
2893,Weekend,2893
2894,Weekend,2894
2895,Weekend,2895
2896,Weekend,2896
2897,Weekend,2897
2898,Weekend,2898
2899,Weekend,2899
2900,Weekend,2900
2901,Weekend,2901
2902,Weekend,2902
2903,Weekend,2903
2904,Weekend,2904
2905,Weekend,2905
2906,Weekend,2906
2907,Weekend,2907
2908,Weekend,2908
2909,Weekend,2909
2910,Weekday,2910
2911,Weekday,2911
2912,Weekday,2912
2913,Weekday,2913
2914,Weekday,2914
2915,Weekday,2915
2916,Weekday,2916
2917,Weekday,2917
2918,Weekday,2918
2919,Weekday,2919
2920,Weekday,2920
2921,Weekday,2921
2922,Weekday,2922
2923,Weekday,2923
2924,Weekday,2924
2925,Weekday,2925
2926,Weekday,2926
2927,Weekday,2927
2928,Weekday,2928
2929,Weekday,2929
2930,Weekday,2930
2931,Weekday,2931
2932,Weekday,2932
2933,Weekday,2933
2934,Weekday,2934
2935,Weekday,2935
2936,Weekday,2936
2937,Weekday,2937
2938,Weekday,2938
2939,Weekday,2939
2940,Weekday,2940
2941,Weekday,2941
2942,Weekday,2942
2943,Weekday,2943
2944,Weekday,2944
2945,Weekday,2945
2946,Weekday,2946
2947,Weekday,2947
2948,Weekday,2948
2949,Weekday,2949
2950,Weekday,2950
2951,Weekday,2951
2952,Weekday,2952
2953,Weekday,2953
2954,Weekday,2954
2955,Weekend,2955
2956,Weekend,2956
2957,Weekend,2957
2958,Weekend,2958
2959,Weekend,2959
2960,Weekend,2960
2961,Weekend,2961
2962,Weekday,2962
2963,Weekday,2963
2964,Weekday,2964
2965,Weekday,2965
2966,Weekday,2966
2967,Weekday,2967
2968,Weekday,2968
2969,Weekday,2969
2970,Weekday,2970
2971,Weekday,2971
2972,Weekend,2972
2973,Weekend,2973
2974,Weekend,2974
2975,Weekend,2975
2976,Weekend,2976
2977,Weekend,2977
2978,Weekend,2978
2979,Weekend,2979
2980,Weekend,2980
2981,Weekend,2981
2982,Weekend,2982
2983,Weekend,2983
2984,Weekend,2984
2985,Weekend,2985
2986,Weekend,2986
2987,Weekend,2987
2988,Weekend,2988
2989,Weekend,2989
2990,Weekday,2990
2991,Weekday,2991
2992,Weekday,2992
2993,Weekday,2993
2994,Weekday,2994
2995,Weekday,2995
2996,Weekday,2996
2997,Weekday,2997
2998,Weekday,2998
2999,Weekday,2999
3000,Weekday,3000
3001,Weekday,3001
3002,Weekday,3002
3003,Weekday,3003
3004,Weekday,3004
3005,Weekday,3005
3006,Weekday,3006
3007,Weekday,3007
3008,Weekday,3008
3009,Weekday,3009
3010,Weekday,3010
3011,Weekday,3011
3012,Weekday,3012
3013,Weekday,3013
3014,Weekday,3014
3015,Weekday,3015
3016,Weekday,3016
3017,Weekday,3017
3018,Weekday,3018
3019,Weekday,3019
3020,Weekday,3020
3021,Weekday,3021
3022,Weekday,3022
3023,Weekday,3023
3024,Weekday,3024
3025,Weekday,3025
3026,Weekday,3026
3027,Weekday,3027
3028,Weekday,3028
3029,Weekday,3029
3030,Weekday,3030
3031,Weekday,3031
3032,Weekday,3032
3033,Weekday,3033
3034,Weekday,3034
3035,Weekday,3035
3036,Weekday,3036
3037,Weekday,3037
3038,Weekday,3038
3039,Weekday,3039
3040,Weekday,3040
3041,Weekday,3041
3042,Weekend,3042
3043,Weekend,3043
3044,Weekend,3044
3045,Weekend,3045
3046,Weekend,3046
3047,Weekday,3047
3048,Weekday,3048
3049,Weekday,3049
3050,Weekday,3050
3051,Weekday,3051
3052,Weekday,3052
3053,Weekday,3053
3054,Weekday,3054
3055,Weekday,3055
3056,Weekday,3056
3057,Weekday,3057
3058,Weekday,3058
3059,Weekday,3059
3060,Weekday,3060
3061,Weekday,3061
3062,Weekend,3062
3063,Weekend,3063
3064,Weekend,3064
3065,Weekend,3065
3066,Weekend,3066
3067,Weekend,3067
3068,Weekend,3068
3069,Weekend,3069
3070,Weekend,3070
3071,Weekend,3071
3072,Weekend,3072
3073,Weekend,3073
3074,Weekend,3074
3075,Weekend,3075
3076,Weekend,3076
3077,Weekend,3077
3078,Weekend,3078
3079,Weekend,3079
3080,Weekend,3080
3081,Weekday,3081
3082,Weekday,3082
3083,Weekday,3083
3084,Weekday,3084
3085,Weekday,3085
3086,Weekday,3086
3087,Weekday,3087
3088,Weekday,3088
3089,Weekday,3089
3090,Weekday,3090
3091,Weekday,3091
3092,Weekday,3092
3093,Weekday,3093
3094,Weekday,3094
3095,Weekday,3095
3096,Weekday,3096
3097,Weekday,3097
3098,Weekday,3098
3099,Weekday,3099
3100,Weekday,3100
3101,Weekday,3101
3102,Weekday,3102
3103,Weekday,3103
3104,Weekday,3104
3105,Weekday,3105
3106,Weekday,3106
3107,Weekday,3107
3108,Weekday,3108
3109,Weekday,3109
3110,Weekday,3110
3111,Weekday,3111
3112,Weekday,3112
3113,Weekday,3113
3114,Weekday,3114
3115,Weekday,3115
3116,Weekday,3116
3117,Weekday,3117
3118,Weekday,3118
3119,Weekday,3119
3120,Weekday,3120
3121,Weekday,3121
3122,Weekday,3122
3123,Weekday,3123
3124,Weekday,3124
3125,Weekday,3125
3126,Weekday,3126
3127,Weekday,3127
3128,Weekday,3128
3129,Weekday,3129
3130,Weekday,3130
3131,Weekday,3131
3132,Weekday,3132
3133,Weekday,3133
3134,Weekday,3134
3135,Weekday,3135
3136,Weekday,3136
3137,Weekday,3137
3138,Weekday,3138
3139,Weekday,3139
3140,Weekend,3140
3141,Weekend,3141
3142,Weekend,3142
3143,Weekend,3143
3144,Weekend,3144
3145,Weekend,3145
3146,Weekend,3146
3147,Weekday,3147
3148,Weekday,3148
3149,Weekday,3149
3150,Weekday,3150
3151,Weekday,3151
3152,Weekday,3152
3153,Weekday,3153
3154,Weekend,3154
3155,Weekend,3155
3156,Weekend,3156
3157,Weekend,3157
3158,Weekend,3158
3159,Weekend,3159
3160,Weekend,3160
3161,Weekend,3161
3162,Weekend,3162
3163,Weekend,3163
3164,Weekend,3164
3165,Weekend,3165
3166,Weekend,3166
3167,Weekend,3167
3168,Weekend,3168
3169,Weekend,3169
3170,Weekend,3170
3171,Weekend,3171
3172,Weekend,3172
3173,Weekend,3173
3174,Weekend,3174
3175,Weekend,3175
3176,Weekend,3176
3177,Weekend,3177
3178,Weekend,3178
3179,Weekend,3179
3180,Weekend,3180
3181,Weekend,3181
3182,Weekend,3182
3183,Weekend,3183
3184,Weekend,3184
3185,Weekend,3185
3186,Weekend,3186
3187,Weekend,3187
3188,Weekend,3188
3189,Weekend,3189
3190,Weekend,3190
3191,Weekend,3191
3192,Weekend,3192
3193,Weekend,3193
3194,Weekend,3194
3195,Weekday,3195
3196,Weekday,3196
3197,Weekday,3197
3198,Weekday,3198
3199,Weekday,3199
3200,Weekday,3200
3201,Weekday,3201
3202,Weekday,3202
3203,Weekday,3203
3204,Weekday,3204
3205,Weekday,3205
3206,Weekday,3206
3207,Weekday,3207
3208,Weekday,3208
3209,Weekday,3209
3210,Weekday,3210
3211,Weekday,3211
3212,Weekday,3212
3213,Weekday,3213
3214,Weekday,3214
3215,Weekday,3215
3216,Weekday,3216
3217,Weekday,3217
3218,Weekday,3218
3219,Weekday,3219
3220,Weekday,3220
3221,Weekday,3221
3222,Weekday,3222
3223,Weekday,3223
3224,Weekday,3224
3225,Weekday,3225
3226,Weekday,3226
3227,Weekday,3227
3228,Weekday,3228
3229,Weekday,3229
3230,Weekday,3230
3231,Weekday,3231
3232,Weekday,3232
3233,Weekday,3233
3234,Weekday,3234
3235,Weekend,3235
3236,Weekend,3236
3237,Weekday,3237
3238,Weekend,3238
3239,Weekend,3239
3240,Weekend,3240
3241,Weekend,3241
3242,Weekend,3242
3243,Weekend,3243
3244,Weekend,3244
3245,Weekend,3245
3246,Weekend,3246
3247,Weekend,3247
3248,Weekend,3248
3249,Weekend,3249
3250,Weekend,3250
3251,Weekend,3251
3252,Weekend,3252
3253,Weekend,3253
3254,Weekend,3254
3255,Weekend,3255
3256,Weekend,3256
3257,Weekend,3257
3258,Weekend,3258
3259,Weekend,3259
3260,Weekend,3260
3261,Weekend,3261
3262,Weekend,3262
3263,Weekday,3263
3264,Weekday,3264
3265,Weekday,3265
3266,Weekday,3266
3267,Weekday,3267
3268,Weekday,3268
3269,Weekday,3269
3270,Weekday,3270
3271,Weekday,3271
3272,Weekday,3272
3273,Weekday,3273
3274,Weekday,3274
3275,Weekday,3275
3276,Weekday,3276
3277,Weekday,3277
3278,Weekday,3278
3279,Weekday,3279
3280,Weekday,3280
3281,Weekday,3281
3282,Weekday,3282
3283,Weekday,3283
3284,Weekday,3284
3285,Weekday,3285
3286,Weekday,3286
3287,Weekday,3287
3288,Weekday,3288
3289,Weekday,3289
3290,Weekday,3290
3291,Weekday,3291
3292,Weekday,3292
3293,Weekday,3293
3294,Weekday,3294
3295,Weekday,3295
3296,Weekday,3296
3297,Weekday,3297
3298,Weekday,3298
3299,Weekday,3299
3300,Weekday,3300
3301,Weekday,3301
3302,Weekday,3302
3303,Weekday,3303
3304,Weekday,3304
3305,Weekday,3305
3306,Weekday,3306
3307,Weekday,3307
3308,Weekday,3308
3309,Weekday,3309
3310,Weekday,3310
3311,Weekday,3311
3312,Weekday,3312
3313,Weekday,3313
3314,Weekday,3314
3315,Weekday,3315
3316,Weekday,3316
3317,Weekday,3317
3318,Weekday,3318
3319,Weekday,3319
3320,Weekday,3320
3321,Weekend,3321
3322,Weekend,3322
3323,Weekend,3323
3324,Weekend,3324
3325,Weekday,3325
3326,Weekday,3326
3327,Weekday,3327
3328,Weekday,3328
3329,Weekday,3329
3330,Weekday,3330
3331,Weekday,3331
3332,Weekday,3332
3333,Weekday,3333
3334,Weekday,3334
3335,Weekday,3335
3336,Weekday,3336
3337,Weekday,3337
3338,Weekend,3338
3339,Weekend,3339
3340,Weekend,3340
3341,Weekend,3341
3342,Weekend,3342
3343,Weekend,3343
3344,Weekend,3344
3345,Weekend,3345
3346,Weekend,3346
3347,Weekend,3347
3348,Weekend,3348
3349,Weekend,3349
3350,Weekend,3350
3351,Weekend,3351
3352,Weekend,3352
3353,Weekend,3353
3354,Weekend,3354
3355,Weekend,3355
3356,Weekend,3356
3357,Weekend,3357
3358,Weekend,3358
3359,Weekday,3359
3360,Weekday,3360
3361,Weekday,3361
3362,Weekday,3362
3363,Weekday,3363
3364,Weekday,3364
3365,Weekday,3365
3366,Weekday,3366
3367,Weekday,3367
3368,Weekday,3368
3369,Weekday,3369
3370,Weekday,3370
3371,Weekday,3371
3372,Weekday,3372
3373,Weekday,3373
3374,Weekday,3374
3375,Weekday,3375
3376,Weekday,3376
3377,Weekday,3377
3378,Weekday,3378
3379,Weekday,3379
3380,Weekday,3380
3381,Weekday,3381
3382,Weekday,3382
3383,Weekday,3383
3384,Weekday,3384
3385,Weekday,3385
3386,Weekday,3386
3387,Weekday,3387
3388,Weekday,3388
3389,Weekday,3389
3390,Weekday,3390
3391,Weekday,3391
3392,Weekday,3392
3393,Weekday,3393
3394,Weekend,3394
3395,Weekend,3395
3396,Weekend,3396
3397,Weekend,3397
3398,Weekend,3398
3399,Weekend,3399
3400,Weekend,3400
3401,Weekend,3401
3402,Weekend,3402
3403,Weekend,3403
3404,Weekend,3404
3405,Weekend,3405
3406,Weekday,3406
3407,Weekday,3407
3408,Weekday,3408
3409,Weekday,3409
3410,Weekday,3410
3411,Weekday,3411
3412,Weekday,3412
3413,Weekday,3413
3414,Weekday,3414
3415,Weekday,3415
3416,Weekend,3416
3417,Weekend,3417
3418,Weekend,3418
3419,Weekend,3419
3420,Weekend,3420
3421,Weekend,3421
3422,Weekend,3422
3423,Weekend,3423
3424,Weekend,3424
3425,Weekend,3425
3426,Weekend,3426
3427,Weekend,3427
3428,Weekend,3428
3429,Weekend,3429
3430,Weekend,3430
3431,Weekend,3431
3432,Weekend,3432
3433,Weekend,3433
3434,Weekend,3434
3435,Weekend,3435
3436,Weekend,3436
3437,Weekend,3437
3438,Weekend,3438
3439,Weekend,3439
3440,Weekend,3440
3441,Weekend,3441
3442,Weekend,3442
3443,Weekend,3443
3444,Weekend,3444
3445,Weekend,3445
3446,Weekday,3446
3447,Weekday,3447
3448,Weekday,3448
3449,Weekday,3449
3450,Weekday,3450
3451,Weekday,3451
3452,Weekday,3452
3453,Weekday,3453
3454,Weekday,3454
3455,Weekday,3455
3456,Weekday,3456
3457,Weekday,3457
3458,Weekday,3458
3459,Weekday,3459
3460,Weekday,3460
3461,Weekday,3461
3462,Weekday,3462
3463,Weekday,3463
3464,Weekday,3464
3465,Weekday,3465
3466,Weekday,3466
3467,Weekday,3467
3468,Weekday,3468
3469,Weekday,3469
3470,Weekday,3470
3471,Weekday,3471
3472,Weekday,3472
3473,Weekday,3473
3474,Weekday,3474
3475,Weekday,3475
3476,Weekday,3476
3477,Weekday,3477
3478,Weekday,3478
3479,Weekday,3479
3480,Weekday,3480
3481,Weekday,3481
3482,Weekday,3482
3483,Weekday,3483
3484,Weekday,3484
3485,Weekday,3485
3486,Weekday,3486
3487,Weekday,3487
3488,Weekday,3488
3489,Weekday,3489
3490,Weekday,3490
3491,Weekday,3491
3492,Weekday,3492
3493,Weekday,3493
3494,Weekday,3494
3495,Weekend,3495
3496,Weekend,3496
3497,Weekend,3497
3498,Weekend,3498
3499,Weekday,3499
3500,Weekday,3500
3501,Weekday,3501
3502,Weekday,3502
3503,Weekday,3503
3504,Weekday,3504
3505,Weekday,3505
3506,Weekday,3506
3507,Weekend,3507
3508,Weekend,3508
3509,Weekend,3509
3510,Weekend,3510
3511,Weekend,3511
3512,Weekend,3512
3513,Weekend,3513
3514,Weekend,3514
3515,Weekend,3515
3516,Weekend,3516
3517,Weekend,3517
3518,Weekend,3518
3519,Weekend,3519
3520,Weekend,3520
3521,Weekend,3521
3522,Weekend,3522
3523,Weekend,3523
3524,Weekend,3524
3525,Weekend,3525
3526,Weekend,3526
3527,Weekend,3527
3528,Weekend,3528
3529,Weekday,3529
3530,Weekday,3530
3531,Weekday,3531
3532,Weekday,3532
3533,Weekday,3533
3534,Weekday,3534
3535,Weekday,3535
3536,Weekday,3536
3537,Weekday,3537
3538,Weekday,3538
3539,Weekday,3539
3540,Weekday,3540
3541,Weekday,3541
3542,Weekday,3542
3543,Weekday,3543
3544,Weekday,3544
3545,Weekday,3545
3546,Weekday,3546
3547,Weekday,3547
3548,Weekday,3548
3549,Weekday,3549
3550,Weekday,3550
3551,Weekday,3551
3552,Weekday,3552
3553,Weekday,3553
3554,Weekday,3554
3555,Weekday,3555
3556,Weekday,3556
3557,Weekday,3557
3558,Weekday,3558
3559,Weekday,3559
3560,Weekday,3560
3561,Weekday,3561
3562,Weekday,3562
3563,Weekday,3563
3564,Weekday,3564
3565,Weekday,3565
3566,Weekday,3566
3567,Weekday,3567
3568,Weekday,3568
3569,Weekday,3569
3570,Weekday,3570
3571,Weekday,3571
3572,Weekday,3572
3573,Weekday,3573
3574,Weekday,3574
3575,Weekday,3575
3576,Weekday,3576
3577,Weekday,3577
3578,Weekday,3578
3579,Weekday,3579
3580,Weekday,3580
3581,Weekday,3581
3582,Weekday,3582
3583,Weekday,3583
3584,Weekday,3584
3585,Weekday,3585
3586,Weekday,3586
3587,Weekday,3587
3588,Weekday,3588
3589,Weekday,3589
3590,Weekday,3590
3591,Weekday,3591
3592,Weekend,3592
3593,Weekend,3593
3594,Weekend,3594
3595,Weekend,3595
3596,Weekend,3596
3597,Weekday,3597
3598,Weekday,3598
3599,Weekday,3599
3600,Weekday,3600
3601,Weekday,3601
3602,Weekend,3602
3603,Weekend,3603
3604,Weekend,3604
3605,Weekend,3605
3606,Weekend,3606
3607,Weekend,3607
3608,Weekend,3608
3609,Weekend,3609
3610,Weekend,3610
3611,Weekend,3611
3612,Weekend,3612
3613,Weekend,3613
3614,Weekend,3614
3615,Weekend,3615
3616,Weekend,3616
3617,Weekend,3617
3618,Weekend,3618
3619,Weekend,3619
3620,Weekend,3620
3621,Weekend,3621
3622,Weekend,3622
3623,Weekend,3623
3624,Weekend,3624
3625,Weekend,3625
3626,Weekend,3626
3627,Weekend,3627
3628,Weekend,3628
3629,Weekend,3629
3630,Weekend,3630
3631,Weekend,3631
3632,Weekend,3632
3633,Weekend,3633
3634,Weekend,3634
3635,Weekday,3635
3636,Weekday,3636
3637,Weekday,3637
3638,Weekday,3638
3639,Weekday,3639
3640,Weekday,3640
3641,Weekday,3641
3642,Weekday,3642
3643,Weekday,3643
3644,Weekday,3644
3645,Weekday,3645
3646,Weekday,3646
3647,Weekday,3647
3648,Weekday,3648
3649,Weekday,3649
3650,Weekday,3650
3651,Weekday,3651
3652,Weekday,3652
3653,Weekday,3653
3654,Weekday,3654
3655,Weekday,3655
3656,Weekday,3656
3657,Weekday,3657
3658,Weekday,3658
3659,Weekday,3659
3660,Weekday,3660
3661,Weekday,3661
3662,Weekday,3662
3663,Weekday,3663
3664,Weekday,3664
3665,Weekday,3665
3666,Weekday,3666
3667,Weekday,3667
3668,Weekday,3668
3669,Weekend,3669
3670,Weekend,3670
3671,Weekend,3671
3672,Weekend,3672
3673,Weekend,3673
3674,Weekend,3674
3675,Weekday,3675
3676,Weekday,3676
3677,Weekday,3677
3678,Weekday,3678
3679,Weekday,3679
3680,Weekday,3680
3681,Weekend,3681
3682,Weekend,3682
3683,Weekend,3683
3684,Weekend,3684
3685,Weekend,3685
3686,Weekend,3686
3687,Weekend,3687
3688,Weekend,3688
3689,Weekend,3689
3690,Weekend,3690
3691,Weekend,3691
3692,Weekend,3692
3693,Weekend,3693
3694,Weekend,3694
3695,Weekend,3695
3696,Weekend,3696
3697,Weekend,3697
3698,Weekend,3698
3699,Weekend,3699
3700,Weekend,3700
3701,Weekend,3701
3702,Weekend,3702
3703,Weekend,3703
3704,Weekend,3704
3705,Weekend,3705
3706,Weekend,3706
3707,Weekend,3707
3708,Weekend,3708
3709,Weekend,3709
3710,Weekend,3710
3711,Weekend,3711
3712,Weekend,3712
3713,Weekend,3713
3714,Weekend,3714
3715,Weekday,3715
3716,Weekday,3716
3717,Weekday,3717
3718,Weekday,3718
3719,Weekday,3719
3720,Weekday,3720
3721,Weekday,3721
3722,Weekday,3722
3723,Weekday,3723
3724,Weekday,3724
3725,Weekday,3725
3726,Weekday,3726
3727,Weekday,3727
3728,Weekday,3728
3729,Weekday,3729
3730,Weekday,3730
3731,Weekday,3731
3732,Weekday,3732
3733,Weekday,3733
3734,Weekday,3734
3735,Weekday,3735
3736,Weekday,3736
3737,Weekday,3737
3738,Weekday,3738
3739,Weekday,3739
3740,Weekday,3740
3741,Weekday,3741
3742,Weekday,3742
3743,Weekday,3743
3744,Weekday,3744
3745,Weekday,3745
3746,Weekday,3746
3747,Weekday,3747
3748,Weekday,3748
3749,Weekday,3749
3750,Weekday,3750
3751,Weekday,3751
3752,Weekday,3752
3753,Weekday,3753
3754,Weekday,3754
3755,Weekend,3755
3756,Weekend,3756
3757,Weekend,3757
3758,Weekend,3758
3759,Weekend,3759
3760,Weekday,3760
3761,Weekday,3761
3762,Weekday,3762
3763,Weekday,3763
3764,Weekday,3764
3765,Weekday,3765
3766,Weekday,3766
3767,Weekday,3767
3768,Weekday,3768
3769,Weekday,3769
3770,Weekday,3770
3771,Weekend,3771
3772,Weekend,3772
3773,Weekend,3773
3774,Weekend,3774
3775,Weekend,3775
3776,Weekend,3776
3777,Weekend,3777
3778,Weekend,3778
3779,Weekend,3779
3780,Weekend,3780
3781,Weekend,3781
3782,Weekend,3782
3783,Weekend,3783
3784,Weekend,3784
3785,Weekend,3785
3786,Weekend,3786
3787,Weekend,3787
3788,Weekend,3788
3789,Weekend,3789
3790,Weekend,3790
3791,Weekend,3791
3792,Weekend,3792
3793,Weekend,3793
3794,Weekend,3794
3795,Weekend,3795
3796,Weekend,3796
3797,Weekend,3797
3798,Weekend,3798
3799,Weekend,3799
3800,Weekend,3800
3801,Weekend,3801
3802,Weekend,3802
3803,Weekend,3803
3804,Weekend,3804
3805,Weekend,3805
3806,Weekend,3806
3807,Weekend,3807
3808,Weekend,3808
3809,Weekend,3809
3810,Weekday,3810
3811,Weekday,3811
3812,Weekday,3812
3813,Weekday,3813
3814,Weekday,3814
3815,Weekday,3815
3816,Weekday,3816
3817,Weekday,3817
3818,Weekday,3818
3819,Weekday,3819
3820,Weekday,3820
3821,Weekday,3821
3822,Weekday,3822
3823,Weekday,3823
3824,Weekday,3824
3825,Weekday,3825
3826,Weekday,3826
3827,Weekday,3827
3828,Weekday,3828
3829,Weekday,3829
3830,Weekday,3830
3831,Weekday,3831
3832,Weekday,3832
3833,Weekday,3833
3834,Weekday,3834
3835,Weekday,3835
3836,Weekday,3836
3837,Weekday,3837
3838,Weekday,3838
3839,Weekday,3839
3840,Weekday,3840
3841,Weekday,3841
3842,Weekday,3842
3843,Weekday,3843
3844,Weekday,3844
3845,Weekday,3845
3846,Weekday,3846
3847,Weekday,3847
3848,Weekday,3848
3849,Weekday,3849
3850,Weekday,3850
3851,Weekday,3851
3852,Weekend,3852
3853,Weekend,3853
3854,Weekend,3854
3855,Weekend,3855
3856,Weekend,3856
3857,Weekend,3857
3858,Weekday,3858
3859,Weekday,3859
3860,Weekday,3860
3861,Weekday,3861
3862,Weekday,3862
3863,Weekday,3863
3864,Weekday,3864
3865,Weekday,3865
3866,Weekend,3866
3867,Weekend,3867
3868,Weekend,3868
3869,Weekend,3869
3870,Weekend,3870
3871,Weekend,3871
3872,Weekend,3872
3873,Weekend,3873
3874,Weekend,3874
3875,Weekend,3875
3876,Weekend,3876
3877,Weekend,3877
3878,Weekend,3878
3879,Weekend,3879
3880,Weekend,3880
3881,Weekend,3881
3882,Weekend,3882
3883,Weekend,3883
3884,Weekend,3884
3885,Weekend,3885
3886,Weekend,3886
3887,Weekend,3887
3888,Weekend,3888
3889,Weekend,3889
3890,Weekend,3890
3891,Weekend,3891
3892,Weekend,3892
3893,Weekend,3893
3894,Weekend,3894
3895,Weekend,3895
3896,Weekend,3896
3897,Weekend,3897
3898,Weekday,3898
3899,Weekday,3899
3900,Weekday,3900
3901,Weekday,3901
3902,Weekday,3902
3903,Weekday,3903
3904,Weekday,3904
3905,Weekday,3905
3906,Weekday,3906
3907,Weekday,3907
3908,Weekday,3908
3909,Weekday,3909
3910,Weekday,3910
3911,Weekday,3911
3912,Weekday,3912
3913,Weekday,3913
3914,Weekday,3914
3915,Weekday,3915
3916,Weekday,3916
3917,Weekday,3917
3918,Weekday,3918
3919,Weekday,3919
3920,Weekday,3920
3921,Weekday,3921
3922,Weekday,3922
3923,Weekday,3923
3924,Weekday,3924
3925,Weekday,3925
3926,Weekday,3926
3927,Weekday,3927
3928,Weekday,3928
3929,Weekday,3929
3930,Weekday,3930
3931,Weekday,3931
3932,Weekday,3932
3933,Weekday,3933
3934,Weekday,3934
3935,Weekday,3935
3936,Weekday,3936
3937,Weekday,3937
3938,Weekday,3938
3939,Weekday,3939
3940,Weekday,3940
3941,Weekday,3941
3942,Weekday,3942
3943,Weekday,3943
3944,Weekday,3944
3945,Weekday,3945
3946,Weekday,3946
3947,Weekday,3947
3948,Weekday,3948
3949,Weekend,3949
3950,Weekend,3950
3951,Weekend,3951
3952,Weekend,3952
3953,Weekend,3953
3954,Weekday,3954
3955,Weekday,3955
3956,Weekday,3956
3957,Weekday,3957
3958,Weekday,3958
3959,Weekday,3959
3960,Weekday,3960
3961,Weekday,3961
3962,Weekend,3962
3963,Weekend,3963
3964,Weekend,3964
3965,Weekend,3965
3966,Weekend,3966
3967,Weekend,3967
3968,Weekend,3968
3969,Weekend,3969
3970,Weekend,3970
3971,Weekend,3971
3972,Weekend,3972
3973,Weekend,3973
3974,Weekend,3974
3975,Weekend,3975
3976,Weekend,3976
3977,Weekend,3977
3978,Weekend,3978
3979,Weekend,3979
3980,Weekend,3980
3981,Weekend,3981
3982,Weekend,3982
3983,Weekend,3983
3984,Weekend,3984
3985,Weekend,3985
3986,Weekend,3986
3987,Weekend,3987
3988,Weekend,3988
3989,Weekend,3989
3990,Weekend,3990
3991,Weekend,3991
3992,Weekend,3992
3993,Weekend,3993
3994,Weekend,3994
3995,Weekend,3995
3996,Weekday,3996
3997,Weekday,3997
3998,Weekday,3998
3999,Weekday,3999
4000,Weekday,4000
4001,Weekday,4001
4002,Weekday,4002
4003,Weekday,4003
4004,Weekday,4004
4005,Weekday,4005
4006,Weekday,4006
4007,Weekday,4007
4008,Weekday,4008
4009,Weekday,4009
4010,Weekday,4010
4011,Weekday,4011
4012,Weekday,4012
4013,Weekday,4013
4014,Weekday,4014
4015,Weekday,4015
4016,Weekday,4016
4017,Weekday,4017
4018,Weekday,4018
4019,Weekday,4019
